year,county,township,admin_key,party_zh,party_code,candidate,vote_rate,votes,total_valid,turnout
2024,屏東縣,東港鎮,屏東縣|東港鎮,民進黨,DPP,賴清德,0.528800,14270,26986,0.711800
2024,屏東縣,東港鎮,屏東縣|東港鎮,國民黨,KMT,侯友宜,0.252400,6811,26986,0.711800
2024,屏東縣,東港鎮,屏東縣|東港鎮,民眾黨,TPP,柯文哲,0.218800,5905,26986,0.711800
2024,屏東縣,林邊鄉,屏東縣|林邊鄉,民進黨,DPP,賴清德,0.558500,5745,10286,0.716600
2024,屏東縣,林邊鄉,屏東縣|林邊鄉,國民黨,KMT,侯友宜,0.266800,2744,10286,0.716600
2024,屏東縣,林邊鄉,屏東縣|林邊鄉,民眾黨,TPP,柯文哲,0.174700,1797,10286,0.716600
2024,屏東縣,佳冬鄉,屏東縣|佳冬鄉,民進黨,DPP,賴清德,0.549900,5962,10842,0.690300
2024,屏東縣,佳冬鄉,屏東縣|佳冬鄉,國民黨,KMT,侯友宜,0.267800,2903,10842,0.690300
2024,屏東縣,佳冬鄉,屏東縣|佳冬鄉,民眾黨,TPP,柯文哲,0.182300,1976,10842,0.690300
2024,屏東縣,枋寮鄉,屏東縣|枋寮鄉,民進黨,DPP,賴清德,0.502900,6794,13509,0.681200
2024,屏東縣,枋寮鄉,屏東縣|枋寮鄉,國民黨,KMT,侯友宜,0.298200,4028,13509,0.681200
2024,屏東縣,枋寮鄉,屏東縣|枋寮鄉,民眾黨,TPP,柯文哲,0.198900,2687,13509,0.681200
2024,屏東縣,春日鄉,屏東縣|春日鄉,民進黨,DPP,賴清德,0.124200,331,2665,0.692300
2024,屏東縣,春日鄉,屏東縣|春日鄉,國民黨,KMT,侯友宜,0.610500,1627,2665,0.692300
2024,屏東縣,春日鄉,屏東縣|春日鄉,民眾黨,TPP,柯文哲,0.265300,707,2665,0.692300
2024,屏東縣,枋山鄉,屏東縣|枋山鄉,民進黨,DPP,賴清德,0.518900,1479,2850,0.638900
2024,屏東縣,枋山鄉,屏東縣|枋山鄉,國民黨,KMT,侯友宜,0.309500,882,2850,0.638900
2024,屏東縣,枋山鄉,屏東縣|枋山鄉,民眾黨,TPP,柯文哲,0.171600,489,2850,0.638900
2024,屏東縣,獅子鄉,屏東縣|獅子鄉,民進黨,DPP,賴清德,0.125900,349,2772,0.687100
2024,屏東縣,獅子鄉,屏東縣|獅子鄉,國民黨,KMT,侯友宜,0.640300,1775,2772,0.687100
2024,屏東縣,獅子鄉,屏東縣|獅子鄉,民眾黨,TPP,柯文哲,0.233800,648,2772,0.687100
2024,屏東縣,牡丹鄉,屏東縣|牡丹鄉,民進黨,DPP,賴清德,0.176600,455,2577,0.648900
2024,屏東縣,牡丹鄉,屏東縣|牡丹鄉,國民黨,KMT,侯友宜,0.597600,1540,2577,0.648900
2024,屏東縣,牡丹鄉,屏東縣|牡丹鄉,民眾黨,TPP,柯文哲,0.225800,582,2577,0.648900
2024,屏東縣,車城鄉,屏東縣|車城鄉,民進黨,DPP,賴清德,0.505300,2258,4469,0.629700
2024,屏東縣,車城鄉,屏東縣|車城鄉,國民黨,KMT,侯友宜,0.304100,1359,4469,0.629700
2024,屏東縣,車城鄉,屏東縣|車城鄉,民眾黨,TPP,柯文哲,0.190600,852,4469,0.629700
2024,屏東縣,滿州鄉,屏東縣|滿州鄉,民進黨,DPP,賴清德,0.481700,1755,3643,0.567200
2024,屏東縣,滿州鄉,屏東縣|滿州鄉,國民黨,KMT,侯友宜,0.331000,1206,3643,0.567200
2024,屏東縣,滿州鄉,屏東縣|滿州鄉,民眾黨,TPP,柯文哲,0.187200,682,3643,0.567200
2024,屏東縣,恆春鎮,屏東縣|恆春鎮,民進黨,DPP,賴清德,0.423700,6362,15015,0.611600
2024,屏東縣,恆春鎮,屏東縣|恆春鎮,國民黨,KMT,侯友宜,0.340500,5113,15015,0.611600
2024,屏東縣,恆春鎮,屏東縣|恆春鎮,民眾黨,TPP,柯文哲,0.235800,3541,15015,0.611600
2024,屏東縣,琉球鄉,屏東縣|琉球鄉,民進黨,DPP,賴清德,0.353400,2225,6296,0.595000
2024,屏東縣,琉球鄉,屏東縣|琉球鄉,國民黨,KMT,侯友宜,0.416500,2622,6296,0.595000
2024,屏東縣,琉球鄉,屏東縣|琉球鄉,民眾黨,TPP,柯文哲,0.230100,1449,6296,0.595000
2024,彰化縣,伸港鄉,彰化縣|伸港鄉,民進黨,DPP,賴清德,0.340200,7613,22377,0.720800
2024,彰化縣,伸港鄉,彰化縣|伸港鄉,國民黨,KMT,侯友宜,0.326700,7311,22377,0.720800
2024,彰化縣,伸港鄉,彰化縣|伸港鄉,民眾黨,TPP,柯文哲,0.333100,7454,22377,0.720800
2024,彰化縣,線西鄉,彰化縣|線西鄉,民進黨,DPP,賴清德,0.309800,3027,9771,0.724000
2024,彰化縣,線西鄉,彰化縣|線西鄉,國民黨,KMT,侯友宜,0.355800,3477,9771,0.724000
2024,彰化縣,線西鄉,彰化縣|線西鄉,民眾黨,TPP,柯文哲,0.334400,3267,9771,0.724000
2024,彰化縣,和美鎮,彰化縣|和美鎮,民進黨,DPP,賴清德,0.363900,19426,53383,0.738600
2024,彰化縣,和美鎮,彰化縣|和美鎮,國民黨,KMT,侯友宜,0.321800,17179,53383,0.738600
2024,彰化縣,和美鎮,彰化縣|和美鎮,民眾黨,TPP,柯文哲,0.314400,16784,53383,0.738600
2024,彰化縣,鹿港鎮,彰化縣|鹿港鎮,民進黨,DPP,賴清德,0.415800,20579,49492,0.729000
2024,彰化縣,鹿港鎮,彰化縣|鹿港鎮,國民黨,KMT,侯友宜,0.298600,14778,49492,0.729000
2024,彰化縣,鹿港鎮,彰化縣|鹿港鎮,民眾黨,TPP,柯文哲,0.285700,14140,49492,0.729000
2024,彰化縣,福興鄉,彰化縣|福興鄉,民進黨,DPP,賴清德,0.415000,11127,26812,0.710000
2024,彰化縣,福興鄉,彰化縣|福興鄉,國民黨,KMT,侯友宜,0.296100,7939,26812,0.710000
2024,彰化縣,福興鄉,彰化縣|福興鄉,民眾黨,TPP,柯文哲,0.288800,7743,26812,0.710000
2024,彰化縣,秀水鄉,彰化縣|秀水鄉,民進黨,DPP,賴清德,0.380100,8864,23320,0.743400
2024,彰化縣,秀水鄉,彰化縣|秀水鄉,國民黨,KMT,侯友宜,0.317100,7395,23320,0.743400
2024,彰化縣,秀水鄉,彰化縣|秀水鄉,民眾黨,TPP,柯文哲,0.302800,7061,23320,0.743400
2024,彰化縣,彰化市,彰化縣|彰化市,民進黨,DPP,賴清德,0.370300,50658,136802,0.745000
2024,彰化縣,彰化市,彰化縣|彰化市,國民黨,KMT,侯友宜,0.334100,45706,136802,0.745000
2024,彰化縣,彰化市,彰化縣|彰化市,民眾黨,TPP,柯文哲,0.295600,40439,136802,0.745000
2024,彰化縣,花壇鄉,彰化縣|花壇鄉,民進黨,DPP,賴清德,0.350700,9554,27243,0.733900
2024,彰化縣,花壇鄉,彰化縣|花壇鄉,國民黨,KMT,侯友宜,0.346900,9451,27243,0.733900
2024,彰化縣,花壇鄉,彰化縣|花壇鄉,民眾黨,TPP,柯文哲,0.302400,8238,27243,0.733900
2024,彰化縣,芬園鄉,彰化縣|芬園鄉,民進黨,DPP,賴清德,0.414800,5696,13731,0.718200
2024,彰化縣,芬園鄉,彰化縣|芬園鄉,國民黨,KMT,侯友宜,0.309700,4252,13731,0.718200
2024,彰化縣,芬園鄉,彰化縣|芬園鄉,民眾黨,TPP,柯文哲,0.275500,3783,13731,0.718200
2024,彰化縣,芳苑鄉,彰化縣|芳苑鄉,民進黨,DPP,賴清德,0.433200,7497,17307,0.642300
2024,彰化縣,芳苑鄉,彰化縣|芳苑鄉,國民黨,KMT,侯友宜,0.326400,5649,17307,0.642300
2024,彰化縣,芳苑鄉,彰化縣|芳苑鄉,民眾黨,TPP,柯文哲,0.240400,4161,17307,0.642300
2024,彰化縣,二林鎮,彰化縣|二林鎮,民進黨,DPP,賴清德,0.359800,9911,27545,0.681800
2024,彰化縣,二林鎮,彰化縣|二林鎮,國民黨,KMT,侯友宜,0.377000,10384,27545,0.681800
2024,彰化縣,二林鎮,彰化縣|二林鎮,民眾黨,TPP,柯文哲,0.263200,7250,27545,0.681800
2024,彰化縣,埔鹽鄉,彰化縣|埔鹽鄉,民進黨,DPP,賴清德,0.332900,6364,19117,0.718500
2024,彰化縣,埔鹽鄉,彰化縣|埔鹽鄉,國民黨,KMT,侯友宜,0.383700,7335,19117,0.718500
2024,彰化縣,埔鹽鄉,彰化縣|埔鹽鄉,民眾黨,TPP,柯文哲,0.283400,5418,19117,0.718500
2024,彰化縣,溪湖鎮,彰化縣|溪湖鎮,民進黨,DPP,賴清德,0.362600,11358,31324,0.726700
2024,彰化縣,溪湖鎮,彰化縣|溪湖鎮,國民黨,KMT,侯友宜,0.340800,10675,31324,0.726700
2024,彰化縣,溪湖鎮,彰化縣|溪湖鎮,民眾黨,TPP,柯文哲,0.296600,9291,31324,0.726700
2024,彰化縣,埔心鄉,彰化縣|埔心鄉,民進黨,DPP,賴清德,0.396300,8340,21044,0.735300
2024,彰化縣,埔心鄉,彰化縣|埔心鄉,國民黨,KMT,侯友宜,0.308200,6486,21044,0.735300
2024,彰化縣,埔心鄉,彰化縣|埔心鄉,民眾黨,TPP,柯文哲,0.295500,6219,21044,0.735300
2024,彰化縣,大城鄉,彰化縣|大城鄉,民進黨,DPP,賴清德,0.377800,3001,7943,0.601800
2024,彰化縣,大城鄉,彰化縣|大城鄉,國民黨,KMT,侯友宜,0.385700,3064,7943,0.601800
2024,彰化縣,大城鄉,彰化縣|大城鄉,民眾黨,TPP,柯文哲,0.236400,1878,7943,0.601800
2024,彰化縣,竹塘鄉,彰化縣|竹塘鄉,民進黨,DPP,賴清德,0.444300,3551,7992,0.673200
2024,彰化縣,竹塘鄉,彰化縣|竹塘鄉,國民黨,KMT,侯友宜,0.309800,2476,7992,0.673200
2024,彰化縣,竹塘鄉,彰化縣|竹塘鄉,民眾黨,TPP,柯文哲,0.245900,1965,7992,0.673200
2024,彰化縣,埤頭鄉,彰化縣|埤頭鄉,民進黨,DPP,賴清德,0.390000,6556,16811,0.692300
2024,彰化縣,埤頭鄉,彰化縣|埤頭鄉,國民黨,KMT,侯友宜,0.327600,5507,16811,0.692300
2024,彰化縣,埤頭鄉,彰化縣|埤頭鄉,民眾黨,TPP,柯文哲,0.282400,4747,16811,0.692300
2024,彰化縣,北斗鎮,彰化縣|北斗鎮,民進黨,DPP,賴清德,0.388300,7642,19680,0.727400
2024,彰化縣,北斗鎮,彰化縣|北斗鎮,國民黨,KMT,侯友宜,0.330000,6494,19680,0.727400
2024,彰化縣,北斗鎮,彰化縣|北斗鎮,民眾黨,TPP,柯文哲,0.281700,5544,19680,0.727400
2024,彰化縣,溪州鄉,彰化縣|溪州鄉,民進黨,DPP,賴清德,0.452800,7675,16951,0.705800
2024,彰化縣,溪州鄉,彰化縣|溪州鄉,國民黨,KMT,侯友宜,0.290800,4929,16951,0.705800
2024,彰化縣,溪州鄉,彰化縣|溪州鄉,民眾黨,TPP,柯文哲,0.256400,4346,16951,0.705800
2024,彰化縣,大村鄉,彰化縣|大村鄉,民進黨,DPP,賴清德,0.372100,9024,24252,0.730600
2024,彰化縣,大村鄉,彰化縣|大村鄉,國民黨,KMT,侯友宜,0.314000,7615,24252,0.730600
2024,彰化縣,大村鄉,彰化縣|大村鄉,民眾黨,TPP,柯文哲,0.313800,7610,24252,0.730600
2024,彰化縣,員林市,彰化縣|員林市,民進黨,DPP,賴清德,0.373800,27276,72970,0.736400
2024,彰化縣,員林市,彰化縣|員林市,國民黨,KMT,侯友宜,0.337700,24642,72970,0.736400
2024,彰化縣,員林市,彰化縣|員林市,民眾黨,TPP,柯文哲,0.288500,21052,72970,0.736400
2024,彰化縣,永靖鄉,彰化縣|永靖鄉,民進黨,DPP,賴清德,0.392200,8485,21634,0.734100
2024,彰化縣,永靖鄉,彰化縣|永靖鄉,國民黨,KMT,侯友宜,0.326200,7057,21634,0.734100
2024,彰化縣,永靖鄉,彰化縣|永靖鄉,民眾黨,TPP,柯文哲,0.281600,6092,21634,0.734100
2024,彰化縣,社頭鄉,彰化縣|社頭鄉,民進黨,DPP,賴清德,0.404200,10220,25284,0.728200
2024,彰化縣,社頭鄉,彰化縣|社頭鄉,國民黨,KMT,侯友宜,0.309400,7823,25284,0.728200
2024,彰化縣,社頭鄉,彰化縣|社頭鄉,民眾黨,TPP,柯文哲,0.286400,7241,25284,0.728200
2024,彰化縣,田尾鄉,彰化縣|田尾鄉,民進黨,DPP,賴清德,0.391900,6230,15896,0.723000
2024,彰化縣,田尾鄉,彰化縣|田尾鄉,國民黨,KMT,侯友宜,0.324100,5152,15896,0.723000
2024,彰化縣,田尾鄉,彰化縣|田尾鄉,民眾黨,TPP,柯文哲,0.284000,4514,15896,0.723000
2024,彰化縣,田中鎮,彰化縣|田中鎮,民進黨,DPP,賴清德,0.381000,9100,23885,0.716500
2024,彰化縣,田中鎮,彰化縣|田中鎮,國民黨,KMT,侯友宜,0.347200,8293,23885,0.716500
2024,彰化縣,田中鎮,彰化縣|田中鎮,民眾黨,TPP,柯文哲,0.271800,6492,23885,0.716500
2024,彰化縣,二水鄉,彰化縣|二水鄉,民進黨,DPP,賴清德,0.425000,3741,8802,0.723300
2024,彰化縣,二水鄉,彰化縣|二水鄉,國民黨,KMT,侯友宜,0.349400,3075,8802,0.723300
2024,彰化縣,二水鄉,彰化縣|二水鄉,民眾黨,TPP,柯文哲,0.225600,1986,8802,0.723300
2024,新北市,石門區,新北市|石門區,民進黨,DPP,賴清德,0.378800,2452,6473,0.680000
2024,新北市,石門區,新北市|石門區,國民黨,KMT,侯友宜,0.389300,2520,6473,0.680000
2024,新北市,石門區,新北市|石門區,民眾黨,TPP,柯文哲,0.231900,1501,6473,0.680000
2024,新北市,三芝區,新北市|三芝區,民進黨,DPP,賴清德,0.370300,4876,13168,0.680200
2024,新北市,三芝區,新北市|三芝區,國民黨,KMT,侯友宜,0.394800,5199,13168,0.680200
2024,新北市,三芝區,新北市|三芝區,民眾黨,TPP,柯文哲,0.234900,3093,13168,0.680200
2024,新北市,淡水區,新北市|淡水區,民進黨,DPP,賴清德,0.362800,42169,116232,0.709200
2024,新北市,淡水區,新北市|淡水區,國民黨,KMT,侯友宜,0.377200,43843,116232,0.709200
2024,新北市,淡水區,新北市|淡水區,民眾黨,TPP,柯文哲,0.260000,30220,116232,0.709200
2024,新北市,八里區,新北市|八里區,民進黨,DPP,賴清德,0.389900,9715,24917,0.703400
2024,新北市,八里區,新北市|八里區,國民黨,KMT,侯友宜,0.343700,8564,24917,0.703400
2024,新北市,八里區,新北市|八里區,民眾黨,TPP,柯文哲,0.266400,6638,24917,0.703400
2024,新北市,林口區,新北市|林口區,民進黨,DPP,賴清德,0.362200,26958,74429,0.730700
2024,新北市,林口區,新北市|林口區,國民黨,KMT,侯友宜,0.353000,26273,74429,0.730700
2024,新北市,林口區,新北市|林口區,民眾黨,TPP,柯文哲,0.284800,21197,74429,0.730700
2024,新北市,泰山區,新北市|泰山區,民進黨,DPP,賴清德,0.397300,18391,46291,0.732500
2024,新北市,泰山區,新北市|泰山區,國民黨,KMT,侯友宜,0.322800,14943,46291,0.732500
2024,新北市,泰山區,新北市|泰山區,民眾黨,TPP,柯文哲,0.279900,12957,46291,0.732500
2024,新北市,五股區,新北市|五股區,民進黨,DPP,賴清德,0.408400,22513,55126,0.711800
2024,新北市,五股區,新北市|五股區,國民黨,KMT,侯友宜,0.303100,16709,55126,0.711800
2024,新北市,五股區,新北市|五股區,民眾黨,TPP,柯文哲,0.288500,15904,55126,0.711800
2024,新北市,蘆洲區,新北市|蘆洲區,民進黨,DPP,賴清德,0.439500,52534,119532,0.722200
2024,新北市,蘆洲區,新北市|蘆洲區,國民黨,KMT,侯友宜,0.276300,33027,119532,0.722200
2024,新北市,蘆洲區,新北市|蘆洲區,民眾黨,TPP,柯文哲,0.284300,33983,119532,0.722200
2024,新北市,三重區,新北市|三重區,民進黨,DPP,賴清德,0.442400,105107,237583,0.732100
2024,新北市,三重區,新北市|三重區,國民黨,KMT,侯友宜,0.293200,69659,237583,0.732100
2024,新北市,三重區,新北市|三重區,民眾黨,TPP,柯文哲,0.264300,62793,237583,0.732100
2024,新北市,新莊區,新北市|新莊區,民進黨,DPP,賴清德,0.416400,105550,253483,0.733400
2024,新北市,新莊區,新北市|新莊區,國民黨,KMT,侯友宜,0.301600,76450,253483,0.733400
2024,新北市,新莊區,新北市|新莊區,民眾黨,TPP,柯文哲,0.282000,71482,253483,0.733400
2024,新北市,樹林區,新北市|樹林區,民進黨,DPP,賴清德,0.406100,43634,107446,0.724200
2024,新北市,樹林區,新北市|樹林區,國民黨,KMT,侯友宜,0.316500,34007,107446,0.724200
2024,新北市,樹林區,新北市|樹林區,民眾黨,TPP,柯文哲,0.277500,29816,107446,0.724200
2024,新北市,鶯歌區,新北市|鶯歌區,民進黨,DPP,賴清德,0.400500,21040,52535,0.716100
2024,新北市,鶯歌區,新北市|鶯歌區,國民黨,KMT,侯友宜,0.311700,16375,52535,0.716100
2024,新北市,鶯歌區,新北市|鶯歌區,民眾黨,TPP,柯文哲,0.287800,15120,52535,0.716100
2024,新北市,板橋區,新北市|板橋區,民進黨,DPP,賴清德,0.411900,139832,339481,0.742300
2024,新北市,板橋區,新北市|板橋區,國民黨,KMT,侯友宜,0.331500,112538,339481,0.742300
2024,新北市,板橋區,新北市|板橋區,民眾黨,TPP,柯文哲,0.256500,87077,339481,0.742300
2024,新北市,中和區,新北市|中和區,民進黨,DPP,賴清德,0.338200,87482,258668,0.744100
2024,新北市,中和區,新北市|中和區,國民黨,KMT,侯友宜,0.409400,105899,258668,0.744100
2024,新北市,中和區,新北市|中和區,民眾黨,TPP,柯文哲,0.252500,65314,258668,0.744100
2024,新北市,永和區,新北市|永和區,民進黨,DPP,賴清德,0.319200,42484,133094,0.741500
2024,新北市,永和區,新北市|永和區,國民黨,KMT,侯友宜,0.446400,59413,133094,0.741500
2024,新北市,永和區,新北市|永和區,民眾黨,TPP,柯文哲,0.234500,31211,133094,0.741500
2024,新北市,土城區,新北市|土城區,民進黨,DPP,賴清德,0.391100,57147,146118,0.727000
2024,新北市,土城區,新北市|土城區,國民黨,KMT,侯友宜,0.330900,48350,146118,0.727000
2024,新北市,土城區,新北市|土城區,民眾黨,TPP,柯文哲,0.277900,40606,146118,0.727000
2024,新北市,三峽區,新北市|三峽區,民進黨,DPP,賴清德,0.383100,25492,66541,0.708000
2024,新北市,三峽區,新北市|三峽區,國民黨,KMT,侯友宜,0.341700,22737,66541,0.708000
2024,新北市,三峽區,新北市|三峽區,民眾黨,TPP,柯文哲,0.275200,18312,66541,0.708000
2024,新北市,新店區,新北市|新店區,民進黨,DPP,賴清德,0.305100,58450,191577,0.727800
2024,新北市,新店區,新北市|新店區,國民黨,KMT,侯友宜,0.459200,87972,191577,0.727800
2024,新北市,新店區,新北市|新店區,民眾黨,TPP,柯文哲,0.235700,45155,191577,0.727800
2024,新北市,深坑區,新北市|深坑區,民進黨,DPP,賴清德,0.377800,5570,14742,0.718300
2024,新北市,深坑區,新北市|深坑區,國民黨,KMT,侯友宜,0.378800,5584,14742,0.718300
2024,新北市,深坑區,新北市|深坑區,民眾黨,TPP,柯文哲,0.243400,3588,14742,0.718300
2024,新北市,石碇區,新北市|石碇區,民進黨,DPP,賴清德,0.482300,2164,4487,0.699300
2024,新北市,石碇區,新北市|石碇區,國民黨,KMT,侯友宜,0.329600,1479,4487,0.699300
2024,新北市,石碇區,新北市|石碇區,民眾黨,TPP,柯文哲,0.188100,844,4487,0.699300
2024,新北市,坪林區,新北市|坪林區,民進黨,DPP,賴清德,0.508500,2029,3990,0.690000
2024,新北市,坪林區,新北市|坪林區,國民黨,KMT,侯友宜,0.319500,1275,3990,0.690000
2024,新北市,坪林區,新北市|坪林區,民眾黨,TPP,柯文哲,0.171900,686,3990,0.690000
2024,新北市,烏來區,新北市|烏來區,民進黨,DPP,賴清德,0.297300,1042,3505,0.688600
2024,新北市,烏來區,新北市|烏來區,國民黨,KMT,侯友宜,0.457600,1604,3505,0.688600
2024,新北市,烏來區,新北市|烏來區,民眾黨,TPP,柯文哲,0.245100,859,3505,0.688600
2024,新北市,金山區,新北市|金山區,民進黨,DPP,賴清德,0.456900,5588,12230,0.684000
2024,新北市,金山區,新北市|金山區,國民黨,KMT,侯友宜,0.319300,3905,12230,0.684000
2024,新北市,金山區,新北市|金山區,民眾黨,TPP,柯文哲,0.223800,2737,12230,0.684000
2024,新北市,萬里區,新北市|萬里區,民進黨,DPP,賴清德,0.471400,5739,12175,0.665600
2024,新北市,萬里區,新北市|萬里區,國民黨,KMT,侯友宜,0.334500,4073,12175,0.665600
2024,新北市,萬里區,新北市|萬里區,民眾黨,TPP,柯文哲,0.194200,2364,12175,0.665600
2024,新北市,汐止區,新北市|汐止區,民進黨,DPP,賴清德,0.360100,46604,129419,0.720600
2024,新北市,汐止區,新北市|汐止區,國民黨,KMT,侯友宜,0.377300,48830,129419,0.720600
2024,新北市,汐止區,新北市|汐止區,民眾黨,TPP,柯文哲,0.262600,33985,129419,0.720600
2024,新北市,平溪區,新北市|平溪區,民進黨,DPP,賴清德,0.445500,1125,2525,0.658700
2024,新北市,平溪區,新北市|平溪區,國民黨,KMT,侯友宜,0.402000,1015,2525,0.658700
2024,新北市,平溪區,新北市|平溪區,民眾黨,TPP,柯文哲,0.152500,385,2525,0.658700
2024,新北市,瑞芳區,新北市|瑞芳區,民進黨,DPP,賴清德,0.358800,7793,21719,0.667600
2024,新北市,瑞芳區,新北市|瑞芳區,國民黨,KMT,侯友宜,0.394800,8575,21719,0.667600
2024,新北市,瑞芳區,新北市|瑞芳區,民眾黨,TPP,柯文哲,0.246500,5354,21719,0.667600
2024,新北市,雙溪區,新北市|雙溪區,民進黨,DPP,賴清德,0.408800,1925,4709,0.660300
2024,新北市,雙溪區,新北市|雙溪區,國民黨,KMT,侯友宜,0.403100,1898,4709,0.660300
2024,新北市,雙溪區,新北市|雙溪區,民眾黨,TPP,柯文哲,0.188200,886,4709,0.660300
2024,新北市,貢寮區,新北市|貢寮區,民進黨,DPP,賴清德,0.540300,3396,6285,0.621800
2024,新北市,貢寮區,新北市|貢寮區,國民黨,KMT,侯友宜,0.291500,1832,6285,0.621800
2024,新北市,貢寮區,新北市|貢寮區,民眾黨,TPP,柯文哲,0.168200,1057,6285,0.621800
2024,新竹市,東區,新竹市|東區,民進黨,DPP,賴清德,0.329100,41714,126753,0.757600
2024,新竹市,東區,新竹市|東區,國民黨,KMT,侯友宜,0.321100,40700,126753,0.757600
2024,新竹市,東區,新竹市|東區,民眾黨,TPP,柯文哲,0.349700,44326,126753,0.757600
2024,新竹市,北區,新竹市|北區,民進黨,DPP,賴清德,0.358000,32900,91900,0.737900
2024,新竹市,北區,新竹市|北區,國民黨,KMT,侯友宜,0.307300,28241,91900,0.737900
2024,新竹市,北區,新竹市|北區,民眾黨,TPP,柯文哲,0.334600,30750,91900,0.737900
2024,新竹市,香山區,新竹市|香山區,民進黨,DPP,賴清德,0.378400,18063,47736,0.731300
2024,新竹市,香山區,新竹市|香山區,國民黨,KMT,侯友宜,0.280200,13376,47736,0.731300
2024,新竹市,香山區,新竹市|香山區,民眾黨,TPP,柯文哲,0.341500,16302,47736,0.731300
2024,新竹縣,竹北市,新竹縣|竹北市,民進黨,DPP,賴清德,0.309900,37154,119889,0.769200
2024,新竹縣,竹北市,新竹縣|竹北市,國民黨,KMT,侯友宜,0.306800,36782,119889,0.769200
2024,新竹縣,竹北市,新竹縣|竹北市,民眾黨,TPP,柯文哲,0.383300,45953,119889,0.769200
2024,新竹縣,竹東鎮,新竹縣|竹東鎮,民進黨,DPP,賴清德,0.230300,12998,56440,0.719800
2024,新竹縣,竹東鎮,新竹縣|竹東鎮,國民黨,KMT,侯友宜,0.413400,23332,56440,0.719800
2024,新竹縣,竹東鎮,新竹縣|竹東鎮,民眾黨,TPP,柯文哲,0.356300,20110,56440,0.719800
2024,新竹縣,新埔鎮,新竹縣|新埔鎮,民進黨,DPP,賴清德,0.300100,6298,20986,0.727600
2024,新竹縣,新埔鎮,新竹縣|新埔鎮,國民黨,KMT,侯友宜,0.373800,7845,20986,0.727600
2024,新竹縣,新埔鎮,新竹縣|新埔鎮,民眾黨,TPP,柯文哲,0.326100,6844,20986,0.727600
2024,新竹縣,關西鎮,新竹縣|關西鎮,民進黨,DPP,賴清德,0.283800,4691,16530,0.717800
